 ferrocene-based macrocycle                                       Feff 8.50L
 Dinnebier et al,  Organometallics 2001, 20, 5642-5647
  1.400  3.2970E+00  1.7683E-01 -1.1325E+01  1.025E+00  2.7965E+01  2.8276E+00
  1.500  3.2641E+00  1.7359E-01 -1.1682E+01  1.026E+00  2.7289E+01  2.8774E+00
  1.600  3.2285E+00  1.6901E-01 -1.2031E+01  1.028E+00  2.6512E+01  2.9300E+00
  1.700  3.1901E+00  1.6343E-01 -1.2373E+01  1.030E+00  2.5652E+01  2.9854E+00
  1.800  3.1489E+00  1.5720E-01 -1.2710E+01  1.033E+00  2.4735E+01  3.0435E+00
  1.900  3.1049E+00  1.5068E-01 -1.3041E+01  1.036E+00  2.3785E+01  3.1042E+00
  2.000  3.0580E+00  1.4421E-01 -1.3368E+01  1.039E+00  2.2827E+01  3.1676E+00
  2.200  2.9554E+00  1.3261E-01 -1.4003E+01  1.045E+00  2.0981E+01  3.3024E+00
  2.400  2.8407E+00  1.2392E-01 -1.4602E+01  1.052E+00  1.9361E+01  3.4479E+00
  2.600  2.7179E+00  1.1794E-01 -1.5143E+01  1.057E+00  1.8092E+01  3.6045E+00
  2.800  2.5495E+00  1.1059E-01 -1.5582E+01  1.043E+00  1.7251E+01  3.7839E+00
  3.000  2.3971E+00  1.1535E-01 -1.6091E+01  1.152E+00  9.3259E+00  3.9565E+00
  3.200  2.3331E+00  1.2897E-01 -1.6638E+01  1.199E+00  7.5189E+00  4.0938E+00
  3.400  2.2813E+00  1.3881E-01 -1.7093E+01  1.224E+00  6.7424E+00  4.2286E+00
  3.600  2.2145E+00  1.3769E-01 -1.7473E+01  1.228E+00  6.3375E+00  4.3728E+00
  3.800  2.1443E+00  1.2893E-01 -1.7823E+01  1.227E+00  6.1314E+00  4.5220E+00
  4.000  2.0724E+00  1.1571E-01 -1.8163E+01  1.218E+00  6.0419E+00  4.6758E+00
  4.200  1.9992E+00  1.0114E-01 -1.8498E+01  1.207E+00  6.0286E+00  4.8337E+00
  4.400  1.9253E+00  8.6912E-02 -1.8827E+01  1.196E+00  6.0688E+00  4.9955E+00
  4.600  1.8508E+00  7.3692E-02 -1.9151E+01  1.183E+00  6.1488E+00  5.1606E+00
  4.800  1.7740E+00  6.1567E-02 -1.9464E+01  1.171E+00  6.2600E+00  5.3287E+00
  5.000  1.6953E+00  5.0920E-02 -1.9772E+01  1.160E+00  6.3963E+00  5.4996E+00
  5.200  1.6142E+00  4.1590E-02 -2.0073E+01  1.151E+00  6.5535E+00  5.6730E+00
  5.400  1.5298E+00  3.3675E-02 -2.0365E+01  1.140E+00  6.7285E+00  5.8487E+00
  5.600  1.4426E+00  2.6972E-02 -2.0646E+01  1.131E+00  6.9189E+00  6.0263E+00
  5.800  1.3524E+00  2.1356E-02 -2.0907E+01  1.122E+00  7.1231E+00  6.2057E+00
  6.000  1.2599E+00  1.6704E-02 -2.1137E+01  1.112E+00  7.3396E+00  6.3867E+00
  6.500  1.0250E+00  8.5406E-03 -2.1435E+01  1.088E+00  7.9278E+00  6.8454E+00
  7.000  7.9814E-01  6.5481E-03 -2.1142E+01  1.063E+00  8.5736E+00  7.3112E+00
  7.500  5.9202E-01  8.7522E-03 -2.1150E+01  1.042E+00  9.2691E+00  7.7826E+00
  8.000  4.0719E-01  1.0000E-02 -2.1452E+01  1.027E+00  1.0009E+01  8.2583E+00
  8.500  2.3649E-01  9.3977E-03 -2.1791E+01  1.013E+00  1.0788E+01  8.7376E+00
  9.000  4.5481E-02  7.9163E-03 -2.2091E+01  9.996E-01  1.1605E+01  9.2198E+00
  9.500 -1.4052E-01  6.8250E-03 -2.2341E+01  9.876E-01  1.2457E+01  9.7043E+00
 10.000 -3.2261E-01  6.5941E-03 -2.2614E+01  9.761E-01  1.3341E+01  1.0191E+01
 11.000 -6.4969E-01  6.4518E-03 -2.3403E+01  9.593E-01  1.5204E+01  1.1168E+01
 12.000 -9.4480E-01  3.5132E-03 -2.4295E+01  9.521E-01  1.7184E+01  1.2150E+01
 13.000 -1.2310E+00  9.6825E-04 -2.2978E+01  9.465E-01  1.9275E+01  1.3135E+01
 14.000 -1.4860E+00  2.3149E-03 -2.3963E+01  9.425E-01  2.1470E+01  1.4123E+01
 15.000 -1.7222E+00  2.0504E-03 -2.5265E+01  9.417E-01  2.3765E+01  1.5113E+01
 16.000 -1.9473E+00  1.1453E-03 -2.7532E+01  9.405E-01  2.6157E+01  1.6104E+01
 17.000 -2.1508E+00  2.4535E-03 -2.9330E+01  9.403E-01  2.8641E+01  1.7097E+01
 18.000 -2.3431E+00  3.2067E-03 -3.0245E+01  9.409E-01  3.1216E+01  1.8090E+01
 19.000 -2.5236E+00  3.2052E-03 -3.0854E+01  9.409E-01  3.3878E+01  1.9085E+01
 20.000 -2.6904E+00  2.9602E-03 -3.1272E+01  9.411E-01  3.6624E+01  2.0080E+01
