 Uraninite                                                        Feff 8.50L
 Wyckoff, R. W. G.
 Second edition. Interscience Publishers, New York, New York
 Fluorite structure
 POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=92 Rmt= 1.631 Rnm= 1.711 L3 shell
 Pot 1 Z=92 Rmt= 1.636 Rnm= 1.717
 Pot 2 Z= 8 Rmt= 1.044 Rnm= 1.096
 Gam_ch=8.104E+00 H-L exch
 Mu=-6.404E-01 kf=2.192E+00 Vint=-1.895E+01 Rs_int= 1.655
 PATH  Rmax= 5.500,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 Path   11      icalc       2
 -----------------------------------------------------------------------
   4  24.000   4.7356    2.5893   -0.64041 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
    -0.0000   -0.0000   -0.0000  0  92 U        absorbing atom
  1.300  1.5164E+01  1.1811E-01 -2.2616E+01  1.009E+00  4.6560E+00  2.5463E+00
  1.400  1.5155E+01  1.1982E-01 -2.3135E+01  1.030E+00  4.7102E+00  2.5978E+00
  1.500  1.5140E+01  1.2066E-01 -2.3626E+01  1.049E+00  4.7619E+00  2.6524E+00
  1.600  1.5121E+01  1.2071E-01 -2.4089E+01  1.067E+00  4.8104E+00  2.7101E+00
  1.700  1.5096E+01  1.2002E-01 -2.4525E+01  1.084E+00  4.8556E+00  2.7708E+00
  1.800  1.5066E+01  1.1865E-01 -2.4934E+01  1.098E+00  4.8974E+00  2.8346E+00
  1.900  1.5030E+01  1.1663E-01 -2.5316E+01  1.111E+00  4.9362E+00  2.9013E+00
  2.000  1.4989E+01  1.1400E-01 -2.5669E+01  1.122E+00  4.9728E+00  2.9712E+00
  2.200  1.4891E+01  1.0696E-01 -2.6294E+01  1.137E+00  5.0452E+00  3.1201E+00
  2.400  1.4774E+01  9.5274E-02 -2.6777E+01  1.138E+00  5.1322E+00  3.2823E+00
  2.600  1.4581E+01  8.0684E-02 -2.7213E+01  1.149E+00  5.0228E+00  3.4728E+00
  2.800  1.4466E+01  1.0142E-01 -2.7742E+01  1.307E+00  4.0494E+00  3.6342E+00
  3.000  1.4435E+01  9.8811E-02 -2.8255E+01  1.365E+00  3.7862E+00  3.7663E+00
  3.200  1.4394E+01  8.8817E-02 -2.8733E+01  1.392E+00  3.6607E+00  3.9056E+00
  3.400  1.4342E+01  7.4912E-02 -2.9164E+01  1.402E+00  3.6180E+00  4.0521E+00
  3.600  1.4284E+01  5.9760E-02 -2.9568E+01  1.398E+00  3.6254E+00  4.2037E+00
  3.800  1.4220E+01  4.5802E-02 -2.9940E+01  1.385E+00  3.6665E+00  4.3601E+00
  4.000  1.4151E+01  3.3985E-02 -3.0304E+01  1.369E+00  3.7321E+00  4.5208E+00
  4.200  1.4077E+01  2.4734E-02 -3.0649E+01  1.347E+00  3.8166E+00  4.6854E+00
  4.400  1.3997E+01  1.7738E-02 -3.0998E+01  1.324E+00  3.9160E+00  4.8534E+00
  4.600  1.3910E+01  1.2713E-02 -3.1332E+01  1.298E+00  4.0277E+00  5.0245E+00
  4.800  1.3817E+01  8.9016E-03 -3.1659E+01  1.274E+00  4.1499E+00  5.1983E+00
  5.000  1.3719E+01  6.1770E-03 -3.1966E+01  1.247E+00  4.2809E+00  5.3746E+00
  5.200  1.3616E+01  4.0978E-03 -3.2218E+01  1.224E+00  4.4197E+00  5.5530E+00
  5.400  1.3510E+01  2.6324E-03 -3.2380E+01  1.200E+00  4.5654E+00  5.7334E+00
  5.600  1.3401E+01  1.6979E-03 -3.2340E+01  1.179E+00  4.7172E+00  5.9155E+00
  5.800  1.3291E+01  1.3977E-03 -3.2085E+01  1.160E+00  4.8746E+00  6.0991E+00
  6.000  1.3181E+01  1.5678E-03 -3.1938E+01  1.143E+00  5.0371E+00  6.2841E+00
  6.500  1.2906E+01  2.2514E-03 -3.2288E+01  1.107E+00  5.4628E+00  6.7517E+00
  7.000  1.2638E+01  2.4931E-03 -3.2867E+01  1.077E+00  5.9126E+00  7.2252E+00
  7.500  1.2374E+01  2.3331E-03 -3.3478E+01  1.054E+00  6.3830E+00  7.7032E+00
  8.000  1.2116E+01  1.9526E-03 -3.4066E+01  1.035E+00  6.8713E+00  8.1847E+00
  8.500  1.1866E+01  1.4990E-03 -3.4599E+01  1.020E+00  7.3755E+00  8.6690E+00
  9.000  1.1625E+01  1.0817E-03 -3.5062E+01  1.008E+00  7.8940E+00  9.1556E+00
  9.500  1.1392E+01  7.6583E-04 -3.5479E+01  9.973E-01  8.4255E+00  9.6440E+00
 10.000  1.1165E+01  5.4888E-04 -3.5893E+01  9.864E-01  8.9690E+00  1.0134E+01
 11.000  1.0729E+01  2.9125E-04 -3.6800E+01  9.682E-01  1.0088E+01  1.1117E+01
 12.000  1.0317E+01  1.3615E-04 -3.7810E+01  9.555E-01  1.1246E+01  1.2104E+01
 13.000  9.9284E+00  5.6870E-05 -3.8928E+01  9.463E-01  1.2438E+01  1.3093E+01
 14.000  9.5625E+00  2.6105E-05 -3.9709E+01  9.408E-01  1.3661E+01  1.4085E+01
 15.000  9.2181E+00  5.4019E-05 -3.9866E+01  9.369E-01  1.4911E+01  1.5077E+01
 16.000  8.8937E+00  1.0136E-04 -4.1489E+01  9.347E-01  1.6187E+01  1.6071E+01
 17.000  8.5869E+00  1.5729E-04 -4.3463E+01  9.334E-01  1.7486E+01  1.7066E+01
 18.000  8.2960E+00  2.4066E-04 -4.5114E+01  9.330E-01  1.8806E+01  1.8061E+01
 19.000  8.0213E+00  2.9492E-04 -4.6406E+01  9.330E-01  2.0146E+01  1.9057E+01
 20.000  7.7607E+00  3.2362E-04 -4.7487E+01  9.330E-01  2.1505E+01  2.0054E+01
